0	4.60518
1	4.60518
2	4.6314
3	4.61135
4	4.61284
5	4.61126
6	4.61772
7	4.60927
8	4.60387
9	4.59915
10	4.59915
11	4.59815
12	4.59259
13	4.61943
14	4.61992
15	4.61676
16	4.62584
17	4.61954
18	4.61399
19	4.61271
20	4.63368
21	4.61915
22	4.62771
23	4.59959
24	4.61081
25	4.58897
26	4.59131
27	4.59688
28	4.56175
29	4.57205
30	4.58989
31	4.57948
32	4.58184
33	4.60454
34	4.61213
35	4.58726
36	4.58584
37	4.58564
38	4.58677
39	4.57662
40	4.57116
41	4.55908
42	4.55087
43	4.57055
44	4.57334
45	4.56192
46	4.55773
47	4.55742
48	4.56808
49	4.56714
50	4.58895
51	4.57708
52	4.5924
53	4.59746
54	4.58896
55	4.57358
56	4.58223
57	4.59616
58	4.6015
59	4.59849
60	4.627
61	4.65101
62	4.64708
63	4.63568
64	4.64986
65	4.65911
66	4.66357
67	4.69181
68	4.70053
69	4.69221
70	4.67207
71	4.67787
72	4.68019
73	4.68787
74	4.69312
75	4.68186
76	4.67479
77	4.67283
78	4.64398
79	4.64177
80	4.63519
81	4.62944
82	4.63354
83	4.62955
84	4.65557
85	4.63762
86	4.60993
87	4.60093
88	4.60234
89	4.57065
90	4.56348
91	4.56504
92	4.57107
93	4.56858
94	4.58932
95	4.58382
96	4.57963
97	4.55122
98	4.53804
99	4.51773
100	4.49678
101	4.52978
102	4.54646
103	4.55523
104	4.53805
105	4.54583
106	4.56684
107	4.57182
108	4.57564
109	4.59482
110	4.56059
111	4.56456
112	4.53764
113	4.52298
114	4.51141
115	4.51393
116	4.51623
117	4.54149
118	4.52201
119	4.52092
120	4.49178
121	4.48977
122	4.48504
123	4.51109
124	4.54565
125	4.56207
126	4.56977
127	4.55758
128	4.57433
129	4.57587
130	4.59617
131	4.59283
132	4.57711
133	4.57526
134	4.56698
135	4.56709
136	4.55842
137	4.53617
138	4.49961
139	4.49046
140	4.49817
141	4.49817
142	4.48461
143	4.47452
144	4.4743
145	4.48811
146	4.50969
147	4.53683
148	4.52476
149	4.50451
150	4.50406
151	4.50925
152	4.5076
153	4.50705
154	4.49205
155	4.50141
156	4.52618
157	4.5363
158	4.52791
159	4.51256
160	4.50175
161	4.51934
162	4.50783
163	4.51025
164	4.49474
165	4.48644
166	4.46929
167	4.47773
168	4.46872
169	4.45708
170	4.45893
171	4.46493
172	4.44635
173	4.44354
174	4.44507
175	4.45337
176	4.43965
177	4.43528
178	4.42563
179	4.44225
180	4.4367
181	4.43883
182	4.44894
183	4.4616
184	4.46357
185	4.48432
186	4.46506
187	4.49309
188	4.49911
189	4.50499
190	4.50565
191	4.48905
192	4.49644
193	4.49544
194	4.50078
195	4.45663
196	4.46276
197	4.47594
198	4.48421
199	4.47674
200	4.50433
201	4.502
202	4.49029
203	4.50565
204	4.51182
205	4.51926
206	4.51446
207	4.48071
208	4.46852
209	4.45269
210	4.43648
211	4.45082
212	4.46611
213	4.4585
214	4.504
215	4.53043
216	4.51336
217	4.48015
218	4.49052
219	4.48985
220	4.48535
221	4.50731
222	4.46749
223	4.46369
224	4.45583
225	4.46565
226	4.43352
227	4.41144
228	4.41132
229	4.38699
230	4.38188
231	4.38687
232	4.38786
233	4.37586
234	4.41677
235	4.43187
236	4.45165
237	4.44627
238	4.44028
239	4.4534
240	4.44416
241	4.45329
242	4.46001
243	4.45921
244	4.43472
245	4.43484
246	4.4129
247	4.42207
248	4.41569
249	4.4314
250	4.42075
251	4.44932
252	4.44839
253	4.4181
254	4.4478
255	4.45002
256	4.44745
257	4.43946
258	4.4417
259	4.41545
260	4.414
261	4.40829
262	4.39924
263	4.38564
264	4.38027
265	4.38576
266	4.39654
267	4.39654
268	4.40231
269	4.39679
270	4.40219
271	4.4006
272	4.43176
273	4.43069
274	4.41811
275	4.42412
276	4.41715
277	4.42088
278	4.40085
279	4.4128
280	4.38077
281	4.39482
282	4.42341
283	4.40305
284	4.40268
285	4.38377
286	4.39049
287	4.39111
288	4.37488
289	4.38253
290	4.37927
291	4.38552
292	4.40623
293	4.4055
294	4.40782
295	4.41292
296	4.41413
297	4.41559
298	4.43106
299	4.46177
300	4.47837
301	4.49693
302	4.46993
303	4.48335
304	4.47757
305	4.45004
306	4.47484
307	4.47084
308	4.46844
309	4.47073
310	4.44065
311	4.42796
312	4.4128
313	4.40952
314	4.38041
315	4.35041
316	4.35248
317	4.36145
318	4.37072
319	4.34355
320	4.34848
321	4.33769
322	4.31777
323	4.31081
324	4.32653
325	4.33756
326	4.3256
327	4.34486
328	4.37224
329	4.34044
330	4.34563
331	4.3455
332	4.36731
333	4.35595
334	4.32388
335	4.34667
336	4.35274
337	4.36413
338	4.35467
339	4.34602
340	4.34771
341	4.34758
342	4.3557
343	4.34965
344	4.34564
345	4.35158
346	4.32719
347	4.33966
348	4.33233
349	4.35339
350	4.36197
351	4.35197
352	4.34122
353	4.34823
354	4.34291
355	4.32389
356	4.29771
357	4.30773
358	4.308
359	4.29608
360	4.2753
361	4.2876
362	4.25592
363	4.26481
364	4.26804
365	4.28843
366	4.2887
367	4.29376
368	4.29826
369	4.30503
370	4.31751
371	4.34603
372	4.33102
373	4.33784
374	4.34823
375	4.35763
376	4.37263
377	4.37175
378	4.38142
379	4.37465
380	4.36248
381	4.34914
382	4.3607
383	4.34862
384	4.34461
385	4.34849
386	4.37679
387	4.38666
388	4.39915
389	4.40491
390	4.3946
391	4.39348
392	4.41464
393	4.40577
394	4.43084
395	4.43203
396	4.45646
397	4.45588
398	4.46063
399	4.4802
400	4.45146
401	4.42343
402	4.43701
403	4.40723
404	4.42738
405	4.40905
406	4.37528
407	4.37465
408	4.35993
409	4.3437
410	4.32124
411	4.30423
412	4.31378
413	4.31658
414	4.33797
415	4.32058
416	4.30193
417	4.30639
418	4.32905
419	4.33784
420	4.35763
421	4.32852
422	4.31818
423	4.31016
424	4.30328
425	4.28251
426	4.28238
427	4.28514
428	4.2984
429	4.29446
430	4.31938
431	4.34071
432	4.3305
433	4.31712
434	4.30747
435	4.30989
436	4.31805
437	4.33142
438	4.35866
439	4.35095
440	4.36172
441	4.36567
442	4.37389
443	4.35211
444	4.36236
445	4.37842
446	4.37377
447	4.35802
448	4.3485
449	4.33614
450	4.31418
451	4.30004
452	4.3045
453	4.31605
454	4.31016
455	4.32997
456	4.33103
457	4.35276
458	4.35056
459	4.36096
460	4.35353
461	4.35879
462	4.372
463	4.372
464	4.38716
465	4.37188
466	4.38393
467	4.36884
468	4.37993
469	4.3616
470	4.3803
471	4.37679
472	4.40026
473	4.40381
474	4.42463
475	4.43024
476	4.42798
477	4.42881
478	4.42726
479	4.42067
480	4.39163
481	4.39014
482	4.39657
483	4.40247
484	4.4054
485	4.37415
486	4.36707
487	4.37742
488	4.35623
489	4.35955
490	4.36287
491	4.36096
492	4.35546
493	4.34643
494	4.35981
